Unnamed: 0,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,duration_value,"duration_type ",duration_type
1304,s1305,movie,animals on the loose: a you vs. wild movie,ben simms,Bear Grylls,united states,2021-02-16,2021,tv-pg,139 min,children & family movies,"when wild animals escape from a sanctuary, bear grylls — and you — must pursue them and secure their protective habitat. an interactive special.",2021.0,February,139.0,"min",min
1305,s1306,movie,awara paagal deewana,vikram bhatt,"Akshay Kumar, Sunil Shetty, Aftab Shivdasani, Preeti Jhangiani, Amrita Arora, Aarti Chhabria, Paresh Rawal, Johny Lever, Rahul Dev, Supriya Pilgaonkar",india,2021-02-16,2002,tv-14,162 min,"action & adventure, comedies, dramas",a dentist unwittingly becomes caught in the madcap fight between two criminal brothers-in-law trying to kill one another off to claim their inheritance.,2021.0,February,162.0,"min",min
1306,s1307,tv show,good girls,nan,"Christina Hendricks, Retta, Mae Whitman, Matthew Lillard, Reno Wilson, Manny Montana, Lidya Jewett, Izzy Stannard, David Hornsby, Zach Gilford",united states,2021-02-16,2020,tv-ma,3 Seasons,"crime tv shows, tv comedies, tv dramas",three suburban moms orchestrate a local grocery store heist to escape financial ruin and establish independence – together.,2021.0,February,3.0,"Seasons",Seasons
1307,s1308,movie,the resurrection of gavin stone,dallas jenkins,"Brett Dalton, Anjelah Johnson-Reyes, D.B. Sweeney, Neil Flynn, Shawn Michaels, Patrick Gagnon, Tim Frank, Tara Rios, Liam Matthews, Mary Thornton",united states,2021-02-16,2017,pg,92 min,"children & family movies, comedies, dramas","after one too many run-ins with the law, a hollywood bad boy finds redemption while fulfilling his court-ordered community service at a megachurch.",2021.0,February,92.0,"min",min
1308,s1309,tv show,booba,nan,Roman Karev,united kingdom,2021-02-15,2021,tv-y7,4 Seasons,"kids' tv, tv comedies","the world is a mystery to little booba. but he approaches the curiosities around him with wonder, finding adventure in his everyday surroundings.",2021.0,February,4.0,"Seasons",Seasons
1309,s1310,movie,"my teacher, my obsession",damián romay,"Lucy Loken, Laura Bilgeri, Rusty Joiner, Alexandria Deberry, Dakota Bruton, Theresa Sutera, Vin Morreale Jr., Shelby Alicea, Tyler Joseph Campbell, Lestonja Diaz",united states,2021-02-15,2018,tv-14,86 min,thrillers,"when riley changed schools, she didn't expect the girls to crush on her english teacher dad. and he didn't expect a disturbing infatuation.",2021.0,February,86.0,"min",min
1310,s1311,tv show,the crew,nan,"Kevin James, Sarah Stiles, Jillian Mueller, Freddie Stroma, Gary Anthony Williams, Dan Ahdoot",united states,2021-02-15,2021,tv-14,1 Season,tv comedies,life in the garage swerves off track for a nascar crew chief and his tight-knit racing team when a new boss steps in and shakes things up.,2021.0,February,1.0,"Season",Season
1311,s1312,movie,namaste wahala,hamisha daryani ahuja,"Ini Dima-Okojie, Ruslaan Mumtaz, Richard Mofe-Damijo, Joke Silva, Sujata Sehgal, Koye Kekere Ekun, Hamisha Daryani Ahuja, Anee Icha, Ibrahim Suleiman, Osas Ighodaro, Broda Shaggi",nigeria,2021-02-14,2021,tv-14,107 min,"comedies, dramas, international movies",an interracial romance hits humorous and heart-wrenching hiccups as the couple's parents fight tooth and nail against their relationship.,2021.0,February,107.0,"min",min
1312,s1313,movie,monsoon,hong khaou,"Henry Golding, Parker Sawyers, Molly Harris, David Tran",united kingdom,2021-02-13,2020,tv-ma,85 min,"dramas, independent movies, lgbtq movies",a reflective man must come to terms with his forced displacement from vietnam when he returns to his birthplace to spread his parents' ashes.,2021.0,February,85.0,"min",min
1313,s1314,tv show,buried by the bernards,nan,,united states,2021-02-12,2021,tv-14,1 Season,reality tv,"in this reality series, the bickering but big-hearted bernards manage their budget-friendly funeral home while helping grieving families say farewell.",2021.0,February,1.0,"Season",Season
1314,s1315,tv show,chappelle's show,nan,Dave Chappelle,united states,2021-02-12,2005,tv-ma,2 Seasons,tv comedies,"the brilliant dave chappelle performs blistering stand-up, impressions and sketches that skewer topics like racism, politics, celebrities and sex.",2021.0,February,2.0,"Seasons",Seasons
1315,s1316,movie,hate by dani rovira,mario briongos,Dani Rovira,spain,2021-02-12,2021,tv-ma,83 min,stand-up comedy,"from his hometown of málaga, dani rovira reflects on human beings’ nonsensical hatred in this hilarious and unfiltered comedy special.",2021.0,February,83.0,"min",min
1316,s1317,movie,mundina nildana,vinay bharadwaj,"Praveen Tej, Radhika Narayan, Ananya Kashyap, Ajay Raj, Dattanna, Shankar Ashwath, Kshama Santosh Rai, Diksha Sharma",india,2021-02-12,2019,tv-ma,104 min,"dramas, international movies, romantic movies","as three young professionals chase their wildly different dreams, their relationships with each other indelibly impact their journeys of self-discovery.",2021.0,February,104.0,"min",min
1317,s1318,tv show,nadiya bakes,nan,Nadiya Hussain,united kingdom,2021-02-12,2021,tv-g,1 Season,"british tv shows, international tv shows, reality tv","delightful cakes and heavenly breads pop from the oven as nadiya hussain returns to baking, her happy place, and spotlights creative kindred spirits.",2021.0,February,1.0,"Season",Season
1318,s1319,movie,to all the boys: always and forever,michael fimognari,"Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart, Ross Butler, Madeleine Arthur, Emilija Baranac, Trezzo Mahoro, Sarayu Blue, John Corbett, Kelcey Mawema, Sofia Black-D'Elia, Henry Thomas",united states,2021-02-12,2021,tv-14,116 min,"comedies, romantic movies",senior year of high school takes center stage as lara jean returns from a family trip to korea and considers her college plans — with and without peter.,2021.0,February,116.0,"min",min
1319,s1320,movie,xico's journey,eric d. cabello díaz,"Verónica Alva, Pablo Gama Iturrarán “Mago Gamini”, Luis Ángel Jaramillo, Lila Downs, Elena Poniatowska, Verónica Castro, Enrique Guzmán, Alex Lora, Marco Antonio Solís, Víctor Trujillo",mexico,2021-02-12,2021,tv-y7,87 min,children & family movies,"a girl, a dog and her best pal set out to save a mountain from a gold-hungry corporation. but the key lies closer to home, with her sidekick pup, xico.",2021.0,February,87.0,"min",min
1320,s1321,tv show,capitani,nan,"Luc Schiltz, Sophie Mousel, Claude De Demo, Joe Dennenwald, Konstantin Rommelfangen, Jules Werner, Jil Devresse, Julie Kieffer",luxembourg,2021-02-11,2019,tv-ma,1 Season,"crime tv shows, international tv shows, tv dramas","in a luxembourg village where everyone is keeping secrets, gruff police inspector luc capitani investigates the suspicious death of a 15-year-old girl.",2021.0,February,1.0,"Season",Season
1321,s1322,tv show,el chema,nan,"Mauricio Ochmann, Mariana Seoane, Julio Bracho, Sergio Basañez, Itatí Cantoral, Jorge Luis Vázquez",mexico,2021-02-11,2016,tv-ma,1 Season,"crime tv shows, spanish-language tv shows, tv action & adventure",follow one man's epic journey as he transforms from wily underage drug smuggler to one of the world's most infamous cartel leaders.,2021.0,February,1.0,"Season",Season
1322,s1323,movie,growing up and other problems,clara martínez-lázaro,"Silvia Alonso, Bárbara Goenaga, María Esteve, Vito Sanz, Francesco Carril",spain,2021-02-11,2018,tv-14,91 min,"comedies, dramas, international movies",a 30-something woman without a steady partner or income samples stability when her pregnant best friend asks her to be the godmother of her child.,2021.0,February,91.0,"min",min
1323,s1324,movie,layla majnun,monty tiwa,"Reza Rahadian, Acha Septriasa, Baim Wong, Beby Tsabina, Dian Nitami, Uli Herdinansyah, Natasha Rizki, Eriska Rein, Landung Simatupang, August Melasz, Chantiq Schagerl, Cut Ashifa, Aida Cabiyeva, Murad Ismayil, Nadya Arina, Augie Fantinus, Angelia Livie, Ernanto Kusumo",indonesia,2021-02-11,2020,tv-14,119 min,"dramas, international movies, romantic movies","while in azerbaijan, layla, an indonesian scholar, falls for samir, an admirer of her work — but her arranged marriage stands in the way.",2021.0,February,119.0,"min",min
1324,s1325,movie,middle of nowhere,ava duvernay,"Emayatzy Corinealdi, David Oyelowo, Omari Hardwick, Lorraine Toussaint, Edwina Findley Dickerson, Sharon Lawrence, Nehemiah Sutton, Troy Curvey III, Maya Gilbert, Dondre T. Whitfield",united states,2021-02-11,2012,r,102 min,"dramas, independent movies, romantic movies","after her husband is sent to prison for eight years, medical student ruby shelves her studies to focus on her partner's welfare as he serves his time.",2021.0,February,102.0,"min",min
1325,s1326,movie,red dot,alain darborg,"Nanna Blondell, Anastasios Soulis, Thomas Hanzon, Johannes Kuhnke, Tomas Bergström, Kalled Mustonen, Anna Azcárate",sweden,2021-02-11,2021,tv-ma,86 min,"international movies, thrillers","trying to rekindle their marriage and with a child on the way, a young couple on a ski trip suddenly finds themselves stalked by remorseless killers.",2021.0,February,86.0,"min",min
1326,s1327,movie,squared love,filip zylber,"Adrianna Chlebicka, Mateusz Banasiuk, Agnieszka Żulewska, Krzysztof Czeczot, Mirosław Baka, Tomasz Karolak, Bartłomiej Kotschedoff, Jacek Knap, Anna Smołowik, Helena Mazur, Sebastian Stankiewicz",poland,2021-02-11,2021,tv-14,102 min,"comedies, international movies, romantic movies",a celebrity journalist and renowned womanizer starts to rethink his life choices after he falls for a mysterious model who leads a double life.,2021.0,February,102.0,"min",min
1327,s1328,movie,this is the life,ava duvernay,"Abstract Rude, Chali 2na, Cut Chemist, Ellay Khule, Riddlore, Medusa, Myka Nyne, Pigeon John, 2Mex",united states,2021-02-11,2008,tv-ma,98 min,"documentaries, music & musicals","examine how the group of alternative hip-hop artists known as the good lifers started a movement and created a robust, progressive musical community.",2021.0,February,98.0,"min",min
1328,s1329,tv show,crime scene: the vanishing at the cecil hotel,joe berlinger,,united states,2021-02-10,2021,tv-ma,1 Season,"crime tv shows, docuseries","the notorious cecil hotel grows in infamy when guest elisa lam vanishes. from the creator of ""the ted bundy tapes,"" a dive into crime's darkest places.",2021.0,February,1.0,"Season",Season
1329,s1330,movie,the misadventures of hedi and cokeman,julien royal,"Hedi Bouchenafa, Nassim Lyes, Fred Testot, Julie Ferrier, Benjamin Tranié, Hugues Jourdain, Charlotte Gabris, Vincent Desagnat, Nina Kepekian, Hakim Jemili, Bun-hay Mean",france,2021-02-10,2021,tv-ma,99 min,"comedies, international movies","in paris, two dysfunctional dealers use family ties to try to boost their small drug business in this crass comedy based on the webseries.",2021.0,February,99.0,"min",min
1330,s1331,movie,the world we make,brian baugh,"Caleb Castille, Rose Reid, Kevin Sizemore, Gregory Alan Williams",united states,2021-02-10,2019,pg,108 min,"dramas, romantic movies","a teenage equestrian and a local football player fall for each other, but simmering racism in their small town puts their relationship to the test.",2021.0,February,108.0,"min",min
1331,s1332,tv show,five came back: the reference films,nan,,united states,2021-02-09,1945,tv-ma,1 Season,tv shows,"this collection includes 12 world war ii-era propaganda films — many of which are graphic and offensive — discussed in the docuseries ""five came back.""",2021.0,February,1.0,"Season",Season
1332,s1333,tv show,icarly,nan,"Miranda Cosgrove, Nathan Kress, Jerry Trainor, Jennette McCurdy, Noah Munck, Mary Scheer",united states,2021-02-08,2008,tv-g,2 Seasons,"kids' tv, tv comedies",a cyberstar is born when 13-year-old carly creates an internet series with a little help from her best friend sam and neighbor freddie.,2021.0,February,2.0,"Seasons",Seasons
1333,s1334,movie,war dogs,todd phillips,"Jonah Hill, Miles Teller, Ana de Armas, Kevin Pollak, Bradley Cooper, Shaun Toub, Steve Lantz, Gregg Weiner, JB Blanc, Patrick St. Esprit","united states, cambodia, romania",2021-02-08,2016,r,114 min,"comedies, dramas",a massage therapist gets in over his head when he partners with a charismatic childhood pal in the lucrative but shady business of global arms dealing.,2021.0,February,114.0,"min",min
1334,s1335,movie,monster run,henri wong,"Shawn Yue, Jessie Li, Kara Wai, Tu Men, Qiao Shan, Wang Yutian, Yang Di, Wang Zhener",china,2021-02-07,2020,tv-14,104 min,"action & adventure, international movies","jimo, an outcast who can see monsters, teams up with a monster hunter to fight evil forces and soon discovers her greater calling.",2021.0,February,104.0,"min",min
1335,s1336,tv show,the sinner,nan,"Jessica Biel, Bill Pullman, Christopher Abbott, Abby Miller, Dohn Norwood",united states,2021-02-06,2020,tv-ma,3 Seasons,"crime tv shows, tv dramas, tv mysteries","when a young mother inexplicably stabs a stranger to death, a sympathetic detective struggles to unlock the mystery buried in her missing memories.",2021.0,February,3.0,"Seasons",Seasons
1336,s1337,movie,blanche gardin: i talk to myself,maïa sandoz,Blanche Gardin,france,2021-02-05,2017,tv-ma,88 min,stand-up comedy,"touching on bulimia, death and cat sodomy, this french actress and comedian is keen to push the envelope in a one-woman show with understated flair.",2021.0,February,88.0,"min",min
1337,s1338,movie,doob: no bed of roses,mostofa sarwar farooki,"Irrfan Khan, Nusrat Imroz Tisha, Parno Mittra, Rokeya Prachy, Nader Chowdhury, Rashad Hossain",bangladesh,2021-02-05,2017,tv-pg,104 min,"dramas, independent movies, international movies","as a noted filmmaker’s infidelity becomes a media firestorm, his fractured family privately navigates the fallout of his actions for years to come.",2021.0,February,104.0,"min",min
1338,s1339,tv show,hache,nan,"Adriana Ugarte, Javier Rey, Eduardo Noriega, Marc Martínez, Ingrid Rubio, Pep Ambròs, Núria Prims, Roger Casamajor",spain,2021-02-05,2021,tv-ma,2 Seasons,"crime tv shows, international tv shows, spanish-language tv shows","as helena gains the love and trust of a dangerous heroin cartel leader in 1960s barcelona, she hones the skills she needs to rise up the ranks.",2021.0,February,2.0,"Seasons",Seasons
1339,s1340,tv show,invisible city,nan,"Marco Pigossi, Alessandra Negrini, Fábio Lago, Jéssica Córes, Jimmy London, Wesley Guimarães, Áurea Maranhão, Julia Konrad, Thaia Perez, Manu Dieguez, José Dumont, Tainá Medina, Rafael Sieg, Samuel de Assis, Victor Sparapane",brazil,2021-02-05,2021,tv-ma,1 Season,"crime tv shows, international tv shows, tv dramas","after a family tragedy, a man discovers mythical creatures living among humans — and soon realizes they hold the key to his mysterious past.",2021.0,February,1.0,"Season",Season
1340,s1341,movie,little big women,joseph hsu,"Chen Shu-fang, Hsieh Ying-xuan, Vivian Hsu, Sun Ke-fang, Ding Ning, Buffy Chen, Chang Han, Lung Shao-hua, Honduras, Weber Yang, Sara Yu, Janine Chang",taiwan,2021-02-05,2020,tv-14,123 min,"dramas, international movies",a family grapples with the passing of their estranged father and the remnants of the life he led during his absence.,2021.0,February,123.0,"min",min
1341,s1342,movie,malcolm & marie,sam levinson,"Zendaya, John David Washington",united states,2021-02-05,2021,r,106 min,"dramas, independent movies","as a filmmaker and his girlfriend return home from his movie premiere, smoldering tensions and painful revelations push them toward a romantic reckoning.",2021.0,February,106.0,"min",min
1342,s1343,movie,space sweepers,jo sung-hee,"Song Joong-ki, Kim Tae-ri, Jin Sun-kyu, Yoo Hai-jin, Richard Armitage, Park Ye-rin",south korea,2021-02-05,2021,tv-ma,138 min,"action & adventure, dramas, international movies","chasing after space debris and faraway dreams in year 2092, four misfits unearth explosive secrets during the attempted trade of a wide-eyed humanoid.",2021.0,February,138.0,"min",min
1343,s1344,movie,"strip down, rise up",michèle ohayon,,united states,2021-02-05,2021,r,113 min,documentaries,"in an effort to reclaim their bodies and lives, a group of women explore the intersections of movement and meaning in a powerful pole dancing program.",2021.0,February,113.0,"min",min
1344,s1345,movie,the last paradiso,rocco ricciardulli,"Riccardo Scamarcio, Gaia Bermani Amaral, Valentina Cervi, Antonio Gerardi, Federica Torchetti, Anna Maria de Luca, Lucia Zotti, Nicoletta Carbonara, Donato Placido, Mimmo Mignemi",italy,2021-02-05,2020,tv-ma,107 min,"dramas, international movies, romantic movies","in 1950s italy, a passionate free spirit dreams of love, justice and a better life till a forbidden affair threatens everything. based on real events.",2021.0,February,107.0,"min",min
1345,s1346,movie,the yin-yang master: dream of eternity,guo jingming,"Mark Chao, Deng Lun, Wang Ziwen, Jessie Li, Wang Duo, Sun Chenjun, Xu Kaicheng, Jasper, Ju Xiaowen",china,2021-02-05,2021,tv-14,133 min,"action & adventure, international movies","when a demonic serpent reawakens, the yin-yang masters must solve a murder mystery and protect their realms from a dark conspiracy at the royal court.",2021.0,February,133.0,"min",min
1346,s1347,movie,all my friends are dead,jan belcl,"Julia Wieniawa-Narkiewicz, Mateusz Więcławek, Adam Graf Turczyk, Monika Krzywkowska, Nikodem Rozbicki, Kamil Piotrowski, Adam Bobik, Paulina Gałązka, Magdalena Perlińska, Katarzyna Chojnacka, Konrad Żygadło, Szymon Roszak, Michał Sikorski, Aleksandra Pisula, Wojciech Łozowski, Michał Meyer, Adam Woronowicz",poland,2021-02-03,2020,tv-ma,97 min,"comedies, dramas, international movies","a group of friends at a new year’s eve party go through a whirlwind of events that exposes secrets, breaks hearts — and leads to a shocking outcome.",2021.0,February,97.0,"min",min
1347,s1348,movie,black beach,esteban crespo,"Raúl Arévalo, Candela Peña, Paulina García, Claude Musungayi, Babou Cham, Lidia Nené, Melina Matthews, Emilio Buale, Mulie Jarju, Jimmy Castro, Fenda Drame, Dairon Tallon, Teresita Evuy, Olivier Bony","spain, belgium, united states",2021-02-03,2020,tv-ma,116 min,"action & adventure, international movies",a lawyer with a promising future is forced to deep dive into his past when he agrees to negotiate with an old friend turned kidnapper.,2021.0,February,116.0,"min",min
1348,s1349,tv show,firefly lane,nan,"Katherine Heigl, Sarah Chalke, Ben Lawson, Beau Garrett, Ali Skovbye, Roan Curtis, Yael Yurman, Jon-Michael Ecker, Brandon Jay McLaren, Paul McGillion, Chelah Horsdal, Brendan Taylor",united states,2021-02-03,2021,tv-ma,1 Season,"romantic tv shows, tv dramas",best friends tully and kate support each other through good times and bad with an unbreakable bond that carries them from their teens to their 40s.,2021.0,February,1.0,"Season",Season
1349,s1350,tv show,"pablo escobar, el patrón del mal",nan,"Andrés Parra, Angie Cepeda, Cecilia Navia, Vicky Hernández, Christian Tappan, Rodolfo Silva, Tommy Vásquez, Toto Vega, Nicolás Montero, Marcela Gallego",colombia,2021-02-03,2012,tv-ma,1 Season,"crime tv shows, international tv shows, spanish-language tv shows","from his days as a petty thief to becoming head of a drug-trafficking empire, this riveting series charts the life of the infamous pablo escobar.",2021.0,February,1.0,"Season",Season
1350,s1351,tv show,power rangers ninja steel,nan,"William Shewfelt, Nico Greetham, Zoe Robins, Peter Sudarso, Chrysti Ane, Jordi Webber, Caleb Bendit, Chris Reid, Kelson Henderson",united states,2021-02-03,2018,tv-y7,2 Seasons,kids' tv,a new generation of teen heroes uses superhuman ninja powers to battle the intergalactic villain galvanax and save earth from destruction.,2021.0,February,2.0,"Seasons",Seasons
1351,s1352,movie,"our lady of san juan, four centuries of miracles",noé gonzález,"Alejandro Peña Arenzana, Alejandra Yañez Reynoso, Giuliana Baker, Mauricio López, Antia Nazarely Reynoso, Felipe De Jesus Hernández, Fernanda Michelle Torres",mexico,2021-02-02,2020,tv-pg,123 min,"dramas, faith & spirituality, international movies","in this dramatization, the virgin mary works a miracle on a girl in 1623 mexico. four centuries later, a family make a pilgrimage for their own child.",2021.0,February,123.0,"min",min
1352,s1353,tv show,tiffany haddish presents: they ready,nan,"Tracey Ashley, Flame Monroe, Aida Rodriguez, Marlo Williams, April Macie, Chaunté Wayans, Tiffany Haddish",united states,2021-02-02,2021,tv-ma,2 Seasons,"stand-up comedy & talk shows, tv comedies","hand-picked by tiffany haddish, six diverse comedians showcase their raw humor in a series of specials oozing with energy.",2021.0,February,2.0,"Seasons",Seasons
1353,s1354,movie,beverly hills ninja,dennis dugan,"Chris Farley, Nicollette Sheridan, Robin Shou, Nathaniel Parker, Soon-Tek Oh, Keith Cooke, Chris Rock, François Chau, Dale Ishimoto, Daming Chen",united states,2021-02-01,1997,pg-13,89 min,"action & adventure, comedies","raised by ninjas, a big-hearted but bumbling orphan travels to beverly hills on a mission to help a woman investigate her shady boyfriend.",2021.0,February,89.0,"min",min
1354,s1355,tv show,heartland,nan,"Amber Marshall, Michelle Morgan, Graham Wardle, Shaun Johnston, Chris Potter, Jessica Amlee, Kerry James, Nathaniel Arcand",canada,2021-02-01,2019,tv-14,13 Seasons,tv dramas,spunky teenager amy is reeling from the sudden death of her mother when she and her grandfather are threatened with the loss of their horse ranch.,2021.0,February,13.0,"Seasons",Seasons
1355,s1356,tv show,love daily,nan,"Kamil McFadden, Alexandra Peters, Laura Marano, Paul Karmiryan, Brianne Tju, Alexis G. Zall, Leo Howard, Stephanie Nogueras",united states,2021-02-01,2018,tv-14,1 Season,"romantic tv shows, teen tv shows","this anthology follows 12 different love stories involving fateful encounters, magical moments and unexpected romances over the course of a year.",2021.0,February,1.0,"Season",Season
1356,s1357,tv show,my dead ex,nan,"Katherine Hughes, Ryan Lee, Ryan Malaty, Medalion Rahimi, Marc Evan Jackson, Beth Littleford, Audrey Wasilewski, Matt Braunger",united states,2021-02-01,2018,tv-14,1 Season,"tv comedies, teen tv shows",high school teens charley and ben find themselves in a complicated romance when ben dies in a tragic accident but is resurrected by a magical spell.,2021.0,February,1.0,"Season",Season
1357,s1358,movie,rocks,sarah gavron,"Bukky Bakray, Kosar Ali, D'angelou Osei Kissiedu, Shaneigha-Monik Greyson, Sarah Niles, Ruby Stokes, Tawheda Begum, Afi Okaidja, Anastasia Dymitrow",united kingdom,2021-02-01,2019,tv-ma,93 min,dramas,"following her mother's abrupt departure, a dynamic and determined teen goes to extraordinary lengths to protect and provide for her younger brother.",2021.0,February,93.0,"min",min
1358,s1359,movie,shutter island,martin scorsese,"Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow, Michelle Williams, Emily Mortimer, Patricia Clarkson, Jackie Earle Haley, Ted Levine, John Carroll Lynch, Elias Koteas",united states,2021-02-01,2010,r,139 min,thrillers,a u.s. marshal's troubling visions compromise his investigation into the disappearance of a patient from a hospital for the criminally insane.,2021.0,February,139.0,"min",min
1359,s1360,movie,the bank job,roger donaldson,"Jason Statham, Saffron Burrows, Richard Lintern, Stephen Campbell Moore, Daniel Mays, Peter Bowles, Keeley Hawes, Colin Salmon, Alki David, James Faulkner","united kingdom, united states, australia",2021-02-01,2008,r,112 min,"dramas, international movies, thrillers","a thief gets in over his head when he breaks into a bank vault full of cash, gems... and secrets on everyone from the london mob to the royal family.",2021.0,February,112.0,"min",min
1360,s1361,tv show,the house arrest of us,richard arellano,"Daniel Padilla, Kathryn Bernardo, Herbert Bautista, Ruffa Gutierrez, Gardo Versoza, Arlene Muhlach, Arlene Muchlach, Dennis Padilla, Riva Quenery, Anthony Jennings, Alora Sasam, Huybs Azarcon",philippines,2021-02-01,2020,tv-ma,1 Season,"international tv shows, romantic tv shows, tv comedies",a couple decides to make their engagement official by honoring tradition when a pandemic forces them and their families to quarantine under one roof.,2021.0,February,1.0,"Season",Season
1361,s1362,tv show,the unsettling,nan,"Holly Taylor, Tequan Richmond, Willow Shields, An-Li Bogan, Noah Grismer, Alex Lange, David Clayton Rogers, Marguerite Moreau",united states,2021-02-01,2019,tv-14,1 Season,"tv horror, teen tv shows","as 16-year-old becca adjusts to her new foster home, she starts to question her reality as strange things begin to happen all around her.",2021.0,February,1.0,"Season",Season
1362,s1363,tv show,total drama,nan,"Clé Bennett, Christian Potenza, Scott McCord, Rachel Wilson, Drew Nelson, Stephanie Anne Mills, Novie Edwards, Megan Fahlenbock, Brian Foud, Emilie-Claire Barlow, Phillip David Lewis, Katie Crown, Sarah Gadon, Peter Oldring, Kristin Fairlie, Dan Petronijevic, Adam Greydon Reid","canada, united states, france",2021-02-01,2015,tv-pg,7 Seasons,"kids' tv, tv comedies","heartwarming moments are interspersed with backstabbing, scheming, sabotage and broken alliances in this animated spoof of reality show competitions.",2021.0,February,7.0,"Seasons",Seasons
1363,s1364,tv show,zac and mia,nan,"Kian Lawley, Anne Winters, Alexis G. Zall, Tory Devon Smith, James Boyd, Tanner Stine, Markus Silbiger",united states,2021-02-01,2019,tv-14,2 Seasons,"romantic tv shows, tv dramas, teen tv shows",two teenagers with cancer share a connection with each other despite their differences and extraordinary circumstances. based on a.j. betts's novel.,2021.0,February,2.0,"Seasons",Seasons
1364,s1365,movie,zathura,jon favreau,"Jonah Bobo, Josh Hutcherson, Dax Shepard, Kristen Stewart, Tim Robbins, Frank Oz, John Alexander, Derek Mears, Douglas Tait, Joe Bucaro III",united states,2021-02-01,2005,pg,101 min,"children & family movies, sci-fi & fantasy","a mysterious game sends two brothers flying into space, where they must reach the planet zathura — or be trapped in galactic limbo forever.",2021.0,February,101.0,"min",min
1365,s1366,tv show,zig & sharko,nan,,france,2021-02-01,2019,tv-y7,2 Seasons,"kids' tv, tv comedies","zig, an island-bound hyena, will do anything to get his paws on marina the mermaid, but her devoted pal sharko always comes to her rescue in time.",2021.0,February,2.0,"Seasons",Seasons
1366,s1367,movie,fatima,marco pontecorvo,"Joaquim de Almeida, Goran Visnjic, Stephanie Gil, Alejandra Howard, Jorge Lamelas, Lúcia Moniz, Marco D'Almeida, Joana Ribeiro, Carla Chambel, Elmano Sancho, Harvey Keitel, Sonia Braga","portugal, united states",2021-01-31,2020,pg-13,113 min,"dramas, faith & spirituality","in 1917 portugal, visions of the virgin mary come to three children whose message of faith raises doubts in their family and angers authorities.",2021.0,January,113.0,"min",min
1367,s1368,movie,hell fest,gregory plotkin,"Amy Forsyth, Reign Edwards, Bex Taylor-Klaus, Tony Todd, Christian James, Matt Mercurio, Michael Tourek, Courtney Dietz, Stephen Conroy",united states,2021-01-31,2018,r,89 min,horror movies,"a serial killer picks off a group of friends, one by one, as they make their way through a hell-themed amusement park.",2021.0,January,89.0,"min",min
1368,s1369,movie,below zero,lluís quílez,"Javier Gutiérrez, Karra Elejalde, Luis Callejo, Andrés Gertrúdix, Isak Ferriz, Édgar Vittorino, Miquel Gelabert, Florin Opritescu, Àlex Monner, Patrick Criado",spain,2021-01-29,2021,tv-ma,107 min,"action & adventure, international movies","when a prisoner transfer van is attacked, the cop in charge must fight those inside and outside while dealing with a silent foe: the icy temperatures.",2021.0,January,107.0,"min",min
1369,s1370,movie,finding ‘ohana,jude weng,"Kea Peahu, Alex Aiono, Lindsay Watson, Owen Vaccaro, Kelly Hu, Branscombe Richmond, Ke Huy Quan, Brad Kalilimoku, Chris Parnell, Marc Evan Jackson, Ricky Garcia",united states,2021-01-29,2021,pg,123 min,"children & family movies, comedies","in oʻahu for the summer, two siblings from brooklyn connect with their hawaiian heritage — and their family — on a daring quest for long-lost treasure.",2021.0,January,123.0,"min",min
1370,s1371,movie,the dig,simon stone,"Carey Mulligan, Ralph Fiennes, Lily James, Johnny Flynn, Ben Chaplin, Ken Stott",united kingdom,2021-01-29,2021,pg-13,113 min,"dramas, international movies","on the eve of world war ii, a british widow hires a self-taught archaeologist to dig up mysterious formations on her land, leading to a staggering find.",2021.0,January,113.0,"min",min
1371,s1372,tv show,we are: the brooklyn saints,nan,,united states,2021-01-29,2021,tv-14,1 Season,docuseries,a brooklyn youth football program and its selfless coaches provide a safe haven for kids to compete and learn lessons that will take them far in life.,2021.0,January,1.0,"Season",Season
1372,s1373,movie,june & kopi,noviandra santosa,"Acha Septriasa, Ryan Delon, Makayla Rose Hilli, TJ",indonesia,2021-01-28,2021,tv-pg,90 min,"children & family movies, dramas, international movies","a street dog is taken in by a young couple, and the family pit becomes an instant accomplice as she adjusts to her new, loving home.",2021.0,January,90.0,"min",min
1373,s1374,tv show,50m2,nan,"Engin Öztürk, Kürşat Alnıaçık, Cengiz Bozkurt, Aybüke Pusat, Tolga Tekin, Özgür Emre Yıldırım, Yiğit Kirazcı",turkey,2021-01-27,2021,tv-ma,1 Season,"international tv shows, tv dramas, tv thrillers","seeking to uncover the truth about his past, a henchman betrays someone close to him and assumes a new identity in a small istanbul neighborhood.",2021.0,January,1.0,"Season",Season
